date,home,away,home_score,away_score
14.06. 13:00,Assiden,Skjetten,-,-
14.06. 13:00,Lorenskog,SK Gjovik-Lyn,-,-
14.06. 13:00,Skedsmo,Nordstrand,-,-
15.06. 12:00,Ull/Kisa 2,Ham-Kam 2,-,-
15.06. 13:00,Bjorkelangen,Lillestrom 2,-,-
15.06. 13:00,Lillehammer,Elverum,-,-
16.06. 18:00,Kongsvinger 2,Stromsgodset 2,-,-
21.06. 13:00,Elverum,Assiden,-,-
21.06. 13:00,Lillehammer,Bjorkelangen,-,-
22.06. 11:00,Lillestrom 2,Skedsmo,-,-
22.06. 12:00,SK Gjovik-Lyn,Ull/Kisa 2,-,-
22.06. 12:00,Skjetten,Kongsvinger 2,-,-
23.06. 17:00,Nordstrand,Stromsgodset 2,-,-
23.06. 18:00,Ham-Kam 2,Lorenskog,-,-
28.06. 13:00,Assiden,Lillehammer,-,-
28.06. 13:00,Bjorkelangen,Skjetten,-,-
28.06. 13:00,Lorenskog,Nordstrand,-,-
28.06. 13:00,Skedsmo,Elverum,-,-
28.06. 13:00,Stromsgodset 2,SK Gjovik-Lyn,-,-
29.06. 12:00,Ull/Kisa 2,Lillestrom 2,-,-
30.06. 18:00,Kongsvinger 2,Ham-Kam 2,-,-
05.07. 11:00,Lillestrom 2,Assiden,-,-
05.07. 11:00,Nordstrand,Ull/Kisa 2,-,-
05.07. 11:00,SK Gjovik-Lyn,Kongsvinger 2,-,-
05.07. 13:00,Elverum,Bjorkelangen,-,-
05.07. 13:00,Skjetten,Lorenskog,-,-
06.07. 13:00,Lillehammer,Stromsgodset 2,-,-
07.07. 18:00,Ham-Kam 2,Skedsmo,-,-
09.07. 17:30,Bjorkelangen,SK Gjovik-Lyn,-,-
11.07. 16:00,Lorenskog,Lillestrom 2,-,-
12.07. 12:00,Kongsvinger 2,Nordstrand,-,-
12.07. 12:00,Ull/Kisa 2,Elverum,-,-
12.07. 13:00,Skedsmo,Lillehammer,-,-
14.07. 17:00,Assiden,Ham-Kam 2,-,-
14.07. 17:30,Stromsgodset 2,Skjetten,-,-
09.08. 12:00,Nordstrand,Assiden,-,-
09.08. 12:00,SK Gjovik-Lyn,Skedsmo,-,-
09.08. 13:00,Lillehammer,Lorenskog,-,-
10.08. 11:00,Lillestrom 2,Bjorkelangen,-,-
10.08. 12:00,Skjetten,Ull/Kisa 2,-,-
11.08. 14:00,Ham-Kam 2,Stromsgodset 2,-,-
11.08. 16:00,Elverum,Kongsvinger 2,-,-
16.08. 13:00,Assiden,Elverum,-,-
16.08. 13:00,Bjorkelangen,Lillehammer,-,-
16.08. 13:00,Skedsmo,Lillestrom 2,-,-
17.08. 12:00,Ull/Kisa 2,SK Gjovik-Lyn,-,-
18.08. 17:00,Lorenskog,Ham-Kam 2,-,-
18.08. 18:00,Stromsgodset 2,Nordstrand,-,-
19.08. 18:00,Kongsvinger 2,Skjetten,-,-
23.08. 12:00,SK Gjovik-Lyn,Lorenskog,-,-
23.08. 13:00,Skjetten,Assiden,-,-
24.08. 13:00,Lillehammer,Lillestrom 2,-,-
