date,home,away,home_score,away_score
09.06. 13:00,Kristiansund 2,FK Kvik,0,3
09.06. 11:00,Byasen,Volda TI,3,3
07.06. 14:00,Spjelkavik,Nardo,4,1
07.06. 13:30,Trygg/Lade,Aalesund 2,4,0
07.06. 13:00,Surnadal,Molde 2,1,4
07.06. 13:00,Tiller,Ranheim 2,3,3
02.06. 17:00,Volda TI,Kristiansund 2,5,0
02.06. 16:00,Rosenborg 2,Surnadal,1,1
01.06. 13:00,Aalesund 2,Tiller,3,2
01.06. 12:00,Ranheim 2,Trygg/Lade,2,6
01.06. 11:00,Nardo,FK Kvik,1,1
31.05. 13:00,Molde 2,Byasen,3,2
31.05. 12:00,Spjelkavik,Melhus,1,0
26.05. 17:00,Melhus,Ranheim 2,2,1
25.05. 12:00,Aalesund 2,Rosenborg 2,2,5
24.05. 13:00,FK Kvik,Molde 2,4,1
24.05. 13:00,Kristiansund 2,Byasen,1,1
24.05. 13:00,Surnadal,Volda TI,2,3
24.05. 13:00,Tiller,Spjelkavik,1,4
23.05. 17:00,Trygg/Lade,Nardo,3,0
16.05. 17:00,FK Kvik,Trygg/Lade,2,2
15.05. 17:00,Volda TI,Spjelkavik,1,1
13.05. 16:00,Molde 2,Aalesund 2,3,5
12.05. 17:00,Ranheim 2,Rosenborg 2,0,1
10.05. 13:00,Byasen,Melhus,1,1
10.05. 13:00,Kristiansund 2,Surnadal,1,1
10.05. 11:00,Nardo,Tiller,2,0
05.05. 17:00,Rosenborg 2,Nardo,3,2
05.05. 16:00,Tiller,Molde 2,0,5
05.05. 16:00,Trygg/Lade,Kristiansund 2,6,1
04.05. 13:30,Aalesund 2,Ranheim 2,4,3
03.05. 13:00,Spjelkavik,FK Kvik,1,1
03.05. 13:00,Surnadal,Byasen,1,2
03.05. 11:00,Melhus,Volda TI,3,1
29.04. 16:30,Nardo,Aalesund 2,2,3
28.04. 17:00,FK Kvik,Ranheim 2,1,0
28.04. 17:00,Volda TI,Rosenborg 2,4,2
27.04. 13:00,Surnadal,Tiller,2,3
26.04. 13:00,Byasen,Trygg/Lade,3,3
26.04. 13:00,Kristiansund 2,Spjelkavik,0,5
26.04. 12:00,Molde 2,Melhus,1,3
22.04. 17:30,Aalesund 2,Volda TI,1,4
21.04. 16:00,Melhus,Kristiansund 2,7,0
21.04. 16:00,Trygg/Lade,Surnadal,7,0
21.04. 15:00,Tiller,FK Kvik,1,2
21.04. 13:00,Ranheim 2,Nardo,0,4
21.04. 13:00,Spjelkavik,Byasen,2,0
14.04. 12:00,Rosenborg 2,Molde 2,3,0
06.04. 13:30,Byasen,Aalesund 2,3,0
06.04. 13:00,FK Kvik,Rosenborg 2,0,2
06.04. 13:00,Molde 2,Ranheim 2,1,3
06.04. 12:00,Volda TI,Nardo,1,1
05.04. 13:00,Kristiansund 2,Tiller,1,1
05.04. 13:00,Surnadal,Melhus,0,7
05.04. 13:00,Trygg/Lade,Spjelkavik,4,0
31.03. 16:00,Nardo,Molde 2,4,2
31.03. 16:00,Rosenborg 2,Kristiansund 2,1,0
30.03. 13:00,Aalesund 2,FK Kvik,5,2
29.03. 14:00,Melhus,Trygg/Lade,1,0
29.03. 14:00,Spjelkavik,Surnadal,7,1
29.03. 14:00,Tiller,Byasen,0,0
29.03. 12:00,Ranheim 2,Volda TI,0,2
