date,home,away
05.03. 18:00,Molde,Bodo/Glimt
07.03. 13:00,KFUM Oslo,Tromso
07.03. 15:00,Bjarg,Viking
07.03. 17:00,HamKam,Lillestrom
08.03. 13:00,Tromsdalen,Brann
08.03. 15:00,Bryne,Rosenborg
08.03. 17:00,Fredrikstad,Sarpsborg 08
09.03. 18:00,Egersund,Aalesund
