date,home,away,home_score,away_score
09.06. 13:00,Elverum,Ull/Kisa 2,6,1
08.06. 13:00,SK Gjovik-Lyn,Bjorkelangen,1,0
08.06. 13:00,Skjetten,Skedsmo,3,2
08.06. 11:00,Lillestrom 2,Lillehammer,2,2
07.06. 13:00,Stromsgodset 2,Lorenskog,2,7
07.06. 11:00,Nordstrand,Kongsvinger 2,1,4
06.06. 18:00,Ham-Kam 2,Assiden,0,5
01.06. 13:00,Bjorkelangen,Ham-Kam 2,4,3
01.06. 12:00,Assiden,Stromsgodset 2,4,3
01.06. 12:00,Ull/Kisa 2,Kongsvinger 2,2,6
01.06. 11:00,Lillestrom 2,Lorenskog,0,4
31.05. 13:00,Elverum,Nordstrand,2,0
31.05. 13:00,Lillehammer,Skjetten,5,3
31.05. 12:00,Skedsmo,SK Gjovik-Lyn,2,1
26.05. 18:00,Ham-Kam 2,Lillehammer,0,1
26.05. 17:00,Stromsgodset 2,Skedsmo,5,3
25.05. 14:00,SK Gjovik-Lyn,Elverum,2,0
25.05. 13:00,Lorenskog,Ull/Kisa 2,11,0
25.05. 12:00,Kongsvinger 2,Assiden,6,2
25.05. 12:00,Skjetten,Lillestrom 2,2,5
24.05. 12:00,Nordstrand,Bjorkelangen,1,0
13.05. 17:00,Lillestrom 2,Ham-Kam 2,2,0
13.05. 17:00,Skedsmo,Kongsvinger 2,2,0
12.05. 17:00,Ull/Kisa 2,Stromsgodset 2,4,3
10.05. 13:00,Bjorkelangen,Lorenskog,0,2
10.05. 13:00,Elverum,Skjetten,2,3
10.05. 13:00,Lillehammer,SK Gjovik-Lyn,1,1
10.05. 12:00,Assiden,Nordstrand,0,2
05.05. 16:00,Skjetten,Ham-Kam 2,5,1
04.05. 16:00,Kongsvinger 2,Elverum,2,1
04.05. 12:00,Ull/Kisa 2,Skedsmo,0,6
04.05. 11:30,SK Gjovik-Lyn,Lillestrom 2,4,1
03.05. 16:00,Lorenskog,Assiden,3,0
03.05. 13:00,Nordstrand,Lillehammer,0,1
03.05. 13:00,Stromsgodset 2,Bjorkelangen,1,2
29.04. 17:00,Bjorkelangen,Kongsvinger 2,4,1
28.04. 18:00,Ham-Kam 2,SK Gjovik-Lyn,1,2
28.04. 17:00,Assiden,Ull/Kisa 2,6,0
28.04. 17:00,Lillestrom 2,Stromsgodset 2,0,2
27.04. 13:00,Elverum,Lorenskog,0,1
27.04. 13:00,Lillehammer,Skedsmo,1,0
26.04. 13:00,Skjetten,Nordstrand,4,5
21.04. 16:00,Lorenskog,Lillehammer,3,1
21.04. 16:00,Ull/Kisa 2,Bjorkelangen,1,2
21.04. 11:00,SK Gjovik-Lyn,Skjetten,1,1
21.04. 11:00,Skedsmo,Assiden,4,3
20.04. 13:00,Stromsgodset 2,Elverum,1,5
19.04. 11:00,Nordstrand,Ham-Kam 2,3,2
14.04. 11:00,Kongsvinger 2,Lillestrom 2,4,1
07.04. 17:00,Ham-Kam 2,Elverum,1,3
07.04. 17:00,Lillestrom 2,Nordstrand,4,1
06.04. 13:00,Lillehammer,Ull/Kisa 2,6,1
06.04. 13:00,Lorenskog,Kongsvinger 2,1,2
05.04. 13:00,Bjorkelangen,Skedsmo,0,4
05.04. 13:00,SK Gjovik-Lyn,Assiden,2,0
05.04. 12:00,Skjetten,Stromsgodset 2,1,0
01.04. 18:00,Kongsvinger 2,Lillehammer,2,2
01.04. 16:00,Elverum,Lillestrom 2,5,1
31.03. 14:00,Stromsgodset 2,Ham-Kam 2,3,1
30.03. 12:00,Ull/Kisa 2,Skjetten,0,5
29.03. 14:00,Assiden,Bjorkelangen,2,2
29.03. 14:00,Skedsmo,Lorenskog,2,6
29.03. 13:00,Nordstrand,SK Gjovik-Lyn,1,1
