date,league,home,away,limit,o_over,o_under,scraped_at
2026-03-14,League 2,Swindon,MK Dons,3.5,2.65,1.31,2026-03-07T19:58:05Z
2026-03-14,Premier League,Arsenal,Everton,2.5,1.66,1.86,2026-03-05T15:06:24Z
2026-03-14,Premier League,Arsenal,Everton,3.5,2.61,1.32,2026-03-05T15:06:24Z
2026-03-14,Premier League,Arsenal,Everton,1.5,1.21,3.21,2026-03-06T14:59:16Z
2026-03-14,Premier League,Arsenal,Everton,2.5,1.67,1.84,2026-03-06T14:59:16Z
2026-03-14,Premier League,Arsenal,Everton,3.5,2.63,1.32,2026-03-06T14:59:16Z
2026-03-14,Premier League,Arsenal,Everton,1.5,1.21,3.19,2026-03-07T14:46:17Z
2026-03-14,Premier League,Arsenal,Everton,2.5,1.68,1.84,2026-03-07T14:46:17Z
2026-03-14,Premier League,Arsenal,Everton,3.5,2.65,1.31,2026-03-07T14:46:17Z
2026-03-14,Premier League,Arsenal,Everton,3.5,2.64,1.31,2026-03-07T20:41:02Z
2026-03-14,Premier League,Arsenal,Everton,1.5,1.21,3.18,2026-03-08T08:47:59Z
2026-03-14,Premier League,Arsenal,Everton,2.5,1.68,1.83,2026-03-08T08:47:59Z
2026-03-14,Premier League,Arsenal,Everton,3.5,2.66,1.31,2026-03-08T08:47:59Z
2026-03-14,Premier League,Burnley,Bournemouth,2.5,1.61,1.93,2026-03-05T15:06:24Z
2026-03-14,Premier League,Burnley,Bournemouth,3.5,2.45,1.37,2026-03-05T15:06:24Z
2026-03-14,Premier League,Burnley,Bournemouth,3.5,2.45,1.36,2026-03-06T08:59:19Z
2026-03-14,Premier League,Burnley,Bournemouth,2.5,1.6,1.93,2026-03-06T20:49:20Z
2026-03-14,Premier League,Burnley,Bournemouth,3.5,2.44,1.37,2026-03-06T20:49:20Z
2026-03-14,Premier League,Chelsea,Newcastle,2.5,1.42,2.3,2026-03-05T15:06:24Z
2026-03-14,Premier League,Chelsea,Newcastle,3.5,2.03,1.55,2026-03-05T15:06:24Z
2026-03-14,Premier League,Chelsea,Newcastle,3.5,2.02,1.55,2026-03-05T20:57:36Z
2026-03-14,Premier League,Chelsea,Newcastle,2.5,1.42,2.31,2026-03-06T08:59:19Z
2026-03-14,Premier League,Chelsea,Newcastle,2.5,1.41,2.31,2026-03-06T20:49:20Z
2026-03-14,Premier League,Sunderland,Brighton,1.5,1.26,2.88,2026-03-05T15:06:24Z
2026-03-14,Premier League,Sunderland,Brighton,2.5,1.84,1.68,2026-03-05T15:06:24Z
2026-03-14,Premier League,Sunderland,Brighton,3.5,2.96,1.25,2026-03-05T15:06:24Z
2026-03-14,Premier League,Sunderland,Brighton,1.5,1.26,2.89,2026-03-06T14:59:16Z
2026-03-14,Premier League,West Ham,Manchester City,2.5,1.42,2.28,2026-03-05T20:57:36Z
2026-03-14,Premier League,West Ham,Manchester City,3.5,2.05,1.53,2026-03-05T20:57:36Z
2026-03-14,Premier League,West Ham,Manchester City,3.5,2.05,1.54,2026-03-08T08:47:59Z
