date_recommended,date_match,sport,country,sex,market,home,away,outcome,odds,probability,ev,kelly_frac,bet_amount,info,win,pnl,currency_original,booker,source
2025-03-25,2025-03-26,handball,iceland,male,handicap,Valur,Haukar,away,1.9,0.585,0.11149999999999993,NA,1620,-2.5,TRUE,1458,EUR,CoolBet,gsheets
2025-03-25,2025-03-26,handball,iceland,male,handicap,Valur,Haukar,away,1.9,0.66275,0.2592249999999998,NA,3780,-3.5,TRUE,3402,EUR,EpicBet,gsheets
2025-03-26,2025-03-26,handball,norway,male,totals,Fjellhammer,Naerbo,under,1.8,0.69275,0.24695,NA,1620,57.5,TRUE,1296,EUR,EpicBet,gsheets
2025-03-26,2025-03-26,handball,norway,male,outcome,Runar,Sandnes,home,1.25,0.8635,0.07937500000000006,NA,1665,NA,TRUE,416,EUR,EpicBet,gsheets
2025-03-26,2025-03-26,handball,norway,male,handicap,Runar,Sandnes,home,1.75,0.68,0.19000000000000006,NA,1335,-3.5,TRUE,1001,EUR,EpicBet,gsheets
2025-03-26,2025-03-26,handball,spain,female,outcome,La Calzada,Bera Bera,away,1.17,0.8865,0.03720499999999988,NA,1725,NA,TRUE,293,EUR,EpicBet,gsheets
2025-03-26,2025-03-26,handball,spain,female,handicap,Porrino,Malaga,home,1.75,0.628,0.09899999999999998,NA,1035,2.5,FALSE,-1035,EUR,EpicBet,gsheets
2025-03-27,2025-03-27,handball,germany,male,totals,Gummersbach,HSG Wetzlar,over,1.78,0.596,0.06087999999999999,NA,465,57.5,FALSE,-465,EUR,Bet365,gsheets
2025-03-27,2025-03-27,handball,germany,male,totals,Hannover-Burgdorf,Bietigheim-Metterzimmern,over,1.65,0.71675,0.18263749999999995,NA,1665,57.5,FALSE,-1665,EUR,EpicBet,gsheets
2025-03-26,2025-03-27,handball,iceland,female,outcome,Fram,ÍBV,home,1.16,0.9085,0.05385999999999991,NA,5850,NA,TRUE,936,EUR,EpicBet,gsheets
2025-03-26,2025-03-27,handball,iceland,female,handicap,Fram,ÍBV,home,1.9,0.6265,0.1903499999999998,NA,2775,-5.5,TRUE,2498,EUR,EpicBet,gsheets
2025-03-26,2025-03-27,handball,iceland,female,handicap,Grótta,Valur,away,1.9,0.76125,0.44637499999999986,NA,6450,7.5,TRUE,5805,EUR,EpicBet,gsheets
2025-03-26,2025-03-27,handball,iceland,female,totals,Grótta,Valur,over,1.91,0.568,0.08487999999999984,NA,1230,52.5,FALSE,-1230,EUR,EpicBet,gsheets
2025-03-26,2025-03-27,handball,iceland,female,outcome,Grótta,Valur,away,1.08,0.97275,0.05057000000000007,NA,11250,NA,TRUE,900,EUR,EpicBet,gsheets
2025-03-26,2025-03-27,handball,iceland,female,totals,Haukar,ÍR,under,1.9,0.53825,0.022674999999999945,NA,330,49.5,TRUE,297,EUR,CoolBet,gsheets
2025-03-27,2025-03-27,handball,norway,female,totals,Fjellhammer,Nordstrand,under,1.75,0.69325,0.21318750000000009,NA,1710,58.5,TRUE,1282,EUR,Bet365,gsheets
2025-03-26,2025-03-27,handball,spain,male,handicap,Ademar,Barcelona,home,1.9,0.71575,0.35992499999999994,NA,1200,10.5,TRUE,1080,EUR,Bet365,gsheets
2025-03-27,2025-03-27,handball,sweden,male,handicap,Hallby,Ystads IF,home,1.95,0.62475,0.21826250000000003,NA,1380,4.5,FALSE,-1380,EUR,Bet365,gsheets
2025-03-27,2025-03-27,handball,sweden,male,totals,Hallby,Ystads IF,under,1.78,0.62625,0.11472499999999997,NA,885,63.5,TRUE,690,EUR,Bet365,gsheets
2025-03-27,2025-03-27,handball,sweden,male,totals,Helsingborg,Malmo,under,1.88,0.59625,0.12094999999999989,NA,825,57.5,TRUE,726,EUR,CoolBet,gsheets
2025-03-27,2025-03-27,handball,sweden,female,outcome,Vasteras,Skuru,home,2.02,0.539,0.08878000000000008,NA,525,NA,FALSE,-525,EUR,CoolBet,gsheets
2025-03-28,2025-03-28,handball,denmark,male,totals,Ribe-Esbjerg,GOG,over,1.95,0.58,0.1309999999999999,NA,825,62.5,FALSE,-825,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,totals,Montpellier,Tremblay,over,1.75,0.66325,0.16068749999999998,NA,1275,58.5,FALSE,-1275,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,totals,Nimes,Ivry,under,1.68,0.6565,0.1029199999999999,NA,915,60.5,TRUE,622,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,female,handicap,Plan de Cuques,Sambre Avesnios,away,1.95,0.622,0.21289999999999998,NA,1350,-3.5,FALSE,-1350,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,totals,Pontault,Dijon,under,1.85,0.64625,0.19556250000000008,NA,1380,57.5,TRUE,1173,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,outcome,Selestat,Angers,home,1.14,0.9365,0.06760999999999992,NA,2895,NA,TRUE,405,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,totals,Toulouse,Cesson Rennes-Metropole,under,1.75,0.6205,0.08587500000000009,NA,690,59.5,FALSE,-690,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,handicap,Toulouse,Cesson Rennes-Metropole,away,1.8,0.66325,0.19385000000000008,NA,1455,-5.5,FALSE,-1455,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,totals,Valence,Saran,under,1.73,0.6165,0.06654500000000008,NA,540,59.5,FALSE,-540,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,france,male,outcome,Valence,Saran,away,1.4,0.792,0.10880000000000001,NA,1635,NA,FALSE,-1635,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,germany,male,outcome,Eisenach,Rhein-Neckar,away,2.2,0.5255,0.15610000000000002,NA,780,NA,TRUE,936,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,germany,male,totals,Eisenach,Rhein-Neckar,over,1.8,0.572,0.02959999999999996,NA,585,60.5,TRUE,468,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,germany,male,outcome,Goppingen,Leipzig,home,2,0.55475,0.10949999999999993,NA,660,NA,TRUE,660,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,sweden,male,totals,Hammarby,Kristianstad,under,1.88,0.57325,0.07771000000000006,NA,525,60.5,TRUE,462,EUR,Bet365,gsheets
2025-03-27,2025-03-28,handball,sweden,female,outcome,Onnereds,H 65 Hoor,away,2,0.60425,0.2084999999999999,NA,1245,NA,TRUE,1245,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,sweden,female,handicap,Onnereds,H 65 Hoor,away,2.4,0.491,0.1783999999999999,NA,765,1.5,TRUE,1071,EUR,EpicBet,gsheets
2025-03-27,2025-03-28,handball,sweden,female,totals,Onnereds,H 65 Hoor,under,1.95,0.625,0.21875,NA,1380,49.5,TRUE,1311,EUR,Bet365,gsheets
2025-03-28,2025-03-29,handball,denmark,male,totals,Ringsted,Bjerringbro/Silkeborg,under,1.88,0.56675,0.06548999999999988,NA,450,61.5,TRUE,396,EUR,Bet365,gsheets
2025-03-27,2025-03-29,handball,germany,male,totals,Lemgo,Flensburg-H.,under,1.88,0.68375,0.28544999999999987,NA,1950,60.5,FALSE,-1950,EUR,EpicBet,gsheets
2025-03-27,2025-03-29,handball,germany,male,totals,Potsdam,Erlangen,over,1.88,0.69525,0.30706999999999995,NA,2100,51.5,FALSE,-2100,EUR,EpicBet,gsheets
2025-03-26,2025-03-29,handball,spain,male,totals,Granollers,Villa de Aranda,under,1.88,0.62775,0.18016999999999994,NA,1230,61.5,FALSE,-1230,EUR,Bet365,gsheets
2025-03-28,2025-03-29,handball,spain,male,totals,Granollers,Villa de Aranda,under,1.89,0.61975,0.17132749999999997,NA,1155,61.5,FALSE,-1155,EUR,EpicBet,gsheets
2025-03-28,2025-03-29,handball,spain,male,handicap,Quabit Guadalajara,Barcelona,home,1.8,0.80325,0.4458500000000001,NA,1260,16.5,TRUE,1008,EUR,Bet365,gsheets
2025-03-28,2025-03-29,handball,spain,male,totals,Quabit Guadalajara,Barcelona,under,8.1,0.6455,4.228549999999999,NA,270,66.5,TRUE,1917,EUR,EpicBet,gsheets
2025-03-27,2025-03-29,handball,sweden,male,handicap,Onnereds,Aranas,away,1.78,0.6035,0.07423000000000007,NA,570,-4.5,TRUE,445,EUR,Bet365,gsheets
2025-03-28,2025-03-29,handball,sweden,male,handicap,Onnereds,Aranas,away,1.78,0.6035,0.07423000000000007,NA,570,-4.5,TRUE,445,EUR,Bet365,gsheets
2025-03-28,2025-03-30,handball,denmark,male,totals,Fredericia,Mors,over,1.88,0.57825,0.08711000000000002,NA,600,58.5,TRUE,528,EUR,Bet365,gsheets
2025-03-28,2025-03-30,handball,denmark,male,totals,Nordsjaelland,Skanderborg AGF,over,1.88,0.60175,0.1312899999999999,NA,900,57.5,TRUE,792,EUR,Bet365,gsheets
2025-03-28,2025-03-30,handball,sweden,male,handicap,Amo HK,Vinslovs,under,2,0.74625,0.49249999999999994,NA,2955,62.5,TRUE,2955,EUR,Bet365,gsheets
2025-03-28,2025-03-30,handball,sweden,male,handicap,Ystads IF,Hallby,away,1.9,0.62075,0.17942499999999995,NA,1200,-6.5,FALSE,-1200,EUR,Bet365,gsheets
2025-04-04,2025-04-04,handball,denmark,male,totals,Holstebro,Nordsjaelland,over,1.85,0.5995,0.10907500000000014,NA,1530,61.5,FALSE,-1530,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,denmark,male,handicap,Holstebro,Nordsjaelland,away,1.88,0.5755,0.08194000000000001,NA,555,-3.5,FALSE,-555,EUR,CoolBet,gsheets
2025-04-04,2025-04-04,handball,france,male,handicap,Caen,Cournon d'Auvergne,away,1.9,0.62975,0.19652499999999995,NA,1305,-3.5,FALSE,-1305,EUR,Bet365,gsheets
2025-04-04,2025-04-04,handball,france,male,totals,Chambery Savoie,Aix,over,1.89,0.66125,0.2497625,NA,1575,60.5,TRUE,1402,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,france,male,totals,Cherbourg,Selestat,under,1.85,0.592,0.09519999999999995,NA,675,55.5,TRUE,574,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,france,male,outcome,Creteil,Dunkerque,home,2.1,0.5065,0.06364999999999998,NA,345,NA,FALSE,-345,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,france,male,totals,Dijon,Nancy,under,1.91,0.57375,0.09586249999999996,NA,630,60.5,FALSE,-630,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,france,male,totals,Pau Billere,Pontault,under,1.95,0.68075,0.3274624999999999,NA,1725,58.5,FALSE,-1725,EUR,Bet365,gsheets
2025-04-04,2025-04-04,handball,france,male,totals,Saran,Frontignan,over,1.91,0.606,0.15745999999999993,NA,1035,63.5,TRUE,942,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,france,male,handicap,St. Raphael,Montpellier,home,1.9,0.55175,0.048324999999999896,NA,315,3.5,FALSE,-315,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,germany,male,handicap,HSG Wetzlar,Stuttgart,home,1.8,0.59075,0.06335000000000002,NA,480,-1.5,FALSE,-480,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,germany,male,outcome,HSG Wetzlar,Stuttgart,home,1.53,0.70625,0.08056250000000009,NA,915,NA,FALSE,-915,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,germany,male,totals,HSG Wetzlar,Stuttgart,over,1.95,0.56625,0.10418749999999999,NA,660,55.5,FALSE,-660,EUR,Bet365,gsheets
2025-04-01,2025-04-04,handball,iceland,male,totals,FH,HK,under,1.9,0.6265,0.1903499999999998,NA,4500,58.5,TRUE,4050,EUR,CoolBet,gsheets
2025-04-01,2025-04-04,handball,iceland,male,totals,Fram,Haukar,over,1.9,0.66475,0.26302499999999984,NA,6195,60.5,FALSE,-6195,EUR,EpicBet,gsheets
2025-04-01,2025-04-04,handball,iceland,male,handicap,Fram,Haukar,away,1.9,0.5695,0.08204999999999996,NA,1935,-1.5,TRUE,1741,EUR,EpicBet,gsheets
2025-04-01,2025-04-04,handball,iceland,male,outcome,Fram,Haukar,away,2.85,0.45175,0.2874875,NA,3300,NA,FALSE,-3300,EUR,CoolBet,gsheets
2025-04-04,2025-04-04,handball,iceland,male,totals,Grótta,Hörður,under,1.85,0.68175,0.2612375,NA,6525,59.5,FALSE,-6525,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,iceland,male,handicap,Selfoss,Víkingur,away,1.85,0.6155,0.1386750000000001,NA,3450,-3.5,TRUE,2933,EUR,EpicBet,gsheets
2025-04-04,2025-04-04,handball,iceland,male,totals,Selfoss,Víkingur,under,1.85,0.5915,0.09427500000000011,NA,2355,59.5,TRUE,2002,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,denmark,male,totals,Aalborg,Kolding,over,1.89,0.586,0.10753999999999986,NA,1500,60.5,TRUE,1335,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,handicap,Aarhus Handbold,Odense,home,1.93,0.61375,0.18453750000000002,NA,1185,11.5,TRUE,1102,EUR,CoolBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Aarhus Handbold,Odense,under,1.78,0.825,0.4684999999999999,NA,3600,60.5,FALSE,-3600,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,denmark,female,handicap,Aarhus Handbold,Odense,home,2,0.61375,0.22750000000000004,NA,1365,11.5,TRUE,1365,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Bjerringbro,Skanderborg,over,1.88,0.60475,0.13693,NA,930,55.5,TRUE,818,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Copenhagen,Ringkobing,under,1.85,0.57225,0.05866250000000012,NA,405,63.5,FALSE,-405,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Copenhagen,Ringkobing,under,1.88,0.57225,0.07582999999999995,NA,510,63.5,FALSE,-510,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,denmark,female,outcome,EH Aalborg,Sonderjyske,away,1.6,0.662,0.059200000000000086,NA,1170,NA,FALSE,-1170,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,handicap,EH Aalborg,Sonderjyske,away,1.88,0.55925,0.05138999999999999,NA,345,1.5,FALSE,-345,EUR,CoolBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,EH Aalborg,Sonderjyske,under,1.88,0.565,0.062199999999999867,NA,420,60.5,FALSE,-420,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Ikast Handbold,Esbjerg,over,1.85,0.66075,0.22238749999999996,NA,1575,58.5,FALSE,-1575,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,handicap,Ikast Handbold,Esbjerg,home,1.75,0.756,0.32299999999999995,NA,2580,5.5,TRUE,1935,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Silkeborg-Voel,NFH,over,1.88,0.5595,0.05185999999999996,NA,360,58.5,TRUE,317,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,denmark,female,totals,Viborg,Horsens,over,1.78,0.633,0.12674000000000002,NA,975,54.5,TRUE,760,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,france,male,totals,Cesson Rennes-Metropole,Nimes,under,1.8,0.589,0.060199999999999976,NA,450,57.5,TRUE,360,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,germany,male,totals,Bietigheim-Metterzimmern,Melsungen,over,1.95,0.616,0.20119999999999993,NA,1275,57.5,TRUE,1211,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,germany,male,outcome,Erlangen,Fuchse Berlin,away,1.18,0.89475,0.055804999999999993,NA,1860,NA,FALSE,-1860,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,germany,female,handicap,Goppingen,Blomberg-Lippe,away,1.97,0.5415,0.0667549999999999,NA,420,2.5,TRUE,407,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,germany,female,outcome,Goppingen,Blomberg-Lippe,away,1.53,0.72375,0.10733750000000003,NA,1215,NA,TRUE,644,EUR,CoolBet,gsheets
2025-04-04,2025-04-05,handball,germany,male,totals,Kiel,Gummersbach,over,1.88,0.58525,0.10027000000000008,NA,525,59.5,FALSE,-525,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,germany,female,handicap,Leverkusen,Buxtehuder SV,away,1.97,0.53425,0.05247250000000003,NA,330,3.5,TRUE,320,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,germany,female,outcome,Leverkusen,Buxtehuder SV,away,1.36,0.78675,0.06997999999999999,NA,1170,NA,TRUE,421,EUR,CoolBet,gsheets
2025-04-04,2025-04-05,handball,germany,female,totals,Ludwigsburg,Neckarsulmer,over,1.85,0.58325,0.07901250000000015,NA,555,59.5,TRUE,472,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,germany,female,handicap,Ludwigsburg,Neckarsulmer,home,1.85,0.6045,0.11832500000000012,NA,840,-11.5,FALSE,-840,EUR,Bet365,gsheets
2025-04-04,2025-04-05,handball,germany,female,totals,Metzingen,Bensheim-Auerbach,over,1.8,0.70875,0.27575000000000005,NA,2070,58.5,FALSE,-2070,EUR,EpicBet,gsheets
2025-04-04,2025-04-05,handball,germany,female,outcome,Metzingen,Bensheim-Auerbach,home,2.2,0.51325,0.1291500000000001,NA,645,NA,FALSE,-645,EUR,CoolBet,gsheets
2025-04-04,2025-04-05,handball,germany,male,totals,Rhein-Neckar,Lemgo,over,1.88,0.5895,0.10826000000000002,NA,885,57.5,TRUE,779,EUR,Bet365,gsheets
2025-04-01,2025-04-05,handball,iceland,male,totals,Afturelding,ÍBV,over,1.9,0.59175,0.12432499999999991,NA,2925,60.5,TRUE,2632,EUR,EpicBet,gsheets
2025-04-01,2025-04-05,handball,iceland,male,outcome,Afturelding,ÍBV,home,1.5,0.71275,0.06912499999999999,NA,2925,NA,TRUE,1462,EUR,CoolBet,gsheets
2025-04-01,2025-04-05,handball,iceland,male,totals,Valur,Stjarnan,under,1.9,0.54825,0.04167499999999996,NA,975,61.5,TRUE,878,EUR,EpicBet,gsheets
2025-04-05,2025-04-05,handball,iceland,male,totals,Valur,Stjarnan,over,1.8,0.587,0.056599999999999984,NA,1500,59.5,FALSE,-1500,EUR,Bet365,gsheets
2025-04-01,2025-04-05,handball,iceland,male,outcome,Valur,Stjarnan,home,1.25,0.81175,0.014687499999999964,NA,1275,NA,TRUE,319,EUR,CoolBet,gsheets
2025-04-04,2025-04-06,handball,france,male,handicap,Chartres,PSG,home,2,0.5275,0.05499999999999994,NA,330,7.5,TRUE,330,EUR,EpicBet,gsheets
2025-04-04,2025-04-06,handball,germany,male,outcome,Flensburg-H.,Eisenach,home,1.13,0.928,0.04863999999999996,NA,2250,NA,FALSE,-2250,EUR,EpicBet,gsheets
2025-04-04,2025-04-06,handball,germany,male,outcome,Leipzig,SC Magdeburg,away,1.36,0.7815,0.06284000000000006,NA,1050,NA,TRUE,378,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,football,iceland,male,handicap,Stjarnan,FH,away,1.25,0.87025,0.08781249999999996,NA,1335,-1.5,TRUE,334,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,football,iceland,male,outcome,Víkingur R.,ÍBV,away,12,0.50275,5.033,NA,150,NA,FALSE,-150,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,football,iceland,male,totals,Víkingur R.,ÍBV,under,3.7,0.44975,0.6640750000000001,NA,465,2.5,TRUE,1256,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,football,iceland,male,handicap,Víkingur R.,ÍBV,away,1.57,0.85925,0.3490225,NA,150,-2.5,TRUE,86,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,germany,male,outcome,Ludwigshafen,Nordhorn-Lingen,away,2.3,0.55075,0.26672499999999977,NA,645,NA,FALSE,-645,EUR,CoolBet,gsheets
2025-04-07,2025-04-07,handball,germany,male,handicap,Ludwigshafen,Nordhorn-Lingen,away,1.63,0.67825,0.10554749999999996,NA,525,-1.5,TRUE,331,EUR,CoolBet,gsheets
2025-04-07,2025-04-07,handball,germany,male,totals,Ludwigshafen,Nordhorn-Lingen,over,1.91,0.58175,0.11114249999999992,NA,390,56.5,FALSE,-390,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,iceland,male,outcome,Haukar,Fram,home,1.85,0.56525,0.0457125000000001,NA,1020,NA,FALSE,-1020,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,iceland,male,outcome,Haukar,Fram,over,1.8,0.80725,0.45305000000000006,NA,10770,57.5,FALSE,-10770,EUR,Bet365,gsheets
2025-04-07,2025-04-07,handball,iceland,male,totals,Haukar,Fram,over,1.9,0.7335,0.39365000000000006,NA,1665,28.5 (g),FALSE,-1665,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,iceland,male,totals,Haukar,Fram,over,1.9,0.7505,0.42594999999999983,NA,1800,29.5 (h),FALSE,-1800,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,iceland,male,outcome,HK,FH,away,1.3,0.81825,0.06372500000000009,NA,4035,NA,TRUE,1210,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,iceland,male,outcome,HK,FH,under,1.9,0.601,0.14189999999999992,NA,3000,57.5,TRUE,2700,EUR,EpicBet,gsheets
2025-04-07,2025-04-07,handball,iceland,male,totals,HK,FH,under,1.9,0.59125,0.12337500000000001,NA,525,26.5 (h),TRUE,472,EUR,EpicBet,gsheets
2025-04-07,2025-04-08,handball,france,male,outcome,Besancon,Saran,away,1.36,0.84225,0.14546000000000014,NA,540,NA,FALSE,-540,EUR,EpicBet,gsheets
2025-04-08,2025-04-08,handball,iceland,male,handicap,Hörður,Grótta,home,1.85,0.564,0.04339999999999994,NA,975,1.5,FALSE,-975,EUR,CoolBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,outcome,ÍBV,Afturelding,away,2.35,0.64175,0.5081125000000002,NA,7155,NA,TRUE,9659,EUR,EpicBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,outcome,ÍBV,Afturelding,away,1.68,0.74975,0.25958000000000003,NA,7260,-1.5,TRUE,4937,EUR,CoolBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,outcome,ÍBV,Afturelding,over,1.85,0.5855,0.08317500000000011,NA,1860,60.5,FALSE,-1860,EUR,EpicBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,totals,ÍBV,Afturelding,over,1.95,0.6465,0.2606749999999999,NA,1050,30.5 (g),FALSE,-1050,EUR,CoolBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,totals,ÍBV,Afturelding,under,1.77,0.67325,0.1916525,NA,945,31.5 (h),TRUE,728,EUR,EpicBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,totals,Stjarnan,Valur,over,1.8,0.72575,0.30635,NA,1455,25.5 (h),TRUE,1164,EUR,CoolBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,totals,Stjarnan,Valur,over,1.9,0.62525,0.1879749999999999,NA,795,30.5 (g),TRUE,715,EUR,EpicBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,outcome,Stjarnan,Valur,over,1.9,0.68524,0.3019559999999999,NA,6345,56.5,TRUE,5710,EUR,CoolBet,gsheets
2025-04-07,2025-04-08,handball,iceland,male,outcome,Stjarnan,Valur,home,6.5,0.17275,0.12287499999999985,NA,420,NA,FALSE,-420,EUR,EpicBet,gsheets
2025-04-08,2025-04-08,handball,iceland,male,handicap,Víkingur,Selfoss,home,1.85,0.61775,0.14283750000000006,NA,3195,1.5,TRUE,2716,EUR,EpicBet,gsheets
2025-04-08,2025-04-08,handball,iceland,male,outcome,Víkingur,Selfoss,home,2.55,0.498,0.2698999999999999,NA,1800,NA,FALSE,-1800,EUR,EpicBet,gsheets
2025-04-08,2025-04-08,handball,iceland,male,totals,Víkingur,Selfoss,under,1.85,0.57575,0.06513750000000001,NA,1455,58.5,FALSE,-1455,EUR,EpicBet,gsheets
2025-04-07,2025-04-09,handball,denmark,male,totals,Grindsted,Kolding,over,1.78,0.74,0.31720000000000004,NA,2250,54.5,TRUE,1755,EUR,Bet365,gsheets
2025-04-10,2025-04-11,handball,france,male,totals,Cherbourg,Pau Billere,under,1.91,0.70825,0.35275750000000006,NA,705,58.5,TRUE,642,EUR,EpicBet,gsheets
2025-04-10,2025-04-11,handball,france,male,outcome,Dijon,Valence,home,1.2,0.869,0.04279999999999995,NA,390,NA,TRUE,78,EUR,EpicBet,gsheets
2025-04-10,2025-04-11,handball,france,male,totals,Dijon,Valence,under,1.85,0.6515,0.20527499999999999,NA,450,59.5,TRUE,383,EUR,EpicBet,gsheets
2025-04-10,2025-04-11,handball,france,male,totals,Dunkerque,Cesson Rennes-Metropole,under,1.89,0.65875,0.2450374999999998,NA,510,56.5,FALSE,-510,EUR,EpicBet,gsheets
2025-04-10,2025-04-11,handball,germany,male,totals,Dormagen,Hamm-Westfalen,under,1.95,0.74,0.44299999999999995,NA,390,63.5,TRUE,371,EUR,CoolBet,gsheets
2025-04-11,2025-04-11,handball,spain,male,outcome,Anaitasuna,Villa de Aranda,home,2,0.634,0.268,NA,1860,NA,FALSE,-1860,EUR,EpicBet,gsheets
2025-04-11,2025-04-11,handball,spain,male,handicap,Anaitasuna,Villa de Aranda,home,2,0.58925,0.1785000000000001,NA,1245,-0.5,FALSE,-1245,EUR,Bet365,gsheets
2025-04-11,2025-04-11,handball,spain,male,outcome,Anaitasuna,Villa de Aranda,under,1.89,0.59125,0.11746250000000003,NA,915,57.5,TRUE,814,EUR,EpicBet,gsheets
2025-04-11,2025-04-11,handball,spain,male,outcome,La Rioja,Cuenca,under,1.85,0.596,0.10260000000000002,NA,840,62.5,FALSE,-840,EUR,EpicBet,gsheets
2025-04-10,2025-04-12,football,england,male,outcome,Arsenal,Brentford,home,1.62,0.683,0.10646000000000017,NA,510,NA,FALSE,-510,EUR,EpicBet,gsheets
2025-04-10,2025-04-12,football,england,male,handicap,Arsenal,Brentford,home,1.62,0.683,0.10646000000000017,NA,510,-0.5,FALSE,-510,EUR,EpicBet,gsheets
2025-04-10,2025-04-12,football,england,male,outcome,Brighton,Leicester,away,12,0.211,1.5319999999999996,NA,150,NA,FALSE,-150,EUR,EpicBet,gsheets
2025-04-10,2025-04-12,football,england,male,totals,Brighton,Leicester,over,1.66,0.65,0.07899999999999996,NA,360,2.5,TRUE,238,EUR,EpicBet,gsheets
2025-04-10,2025-04-12,football,england,male,btts,Brighton,Leicester,yes,2.11,0.613,0.29342999999999986,NA,795,NA,TRUE,882,EUR,EpicBet,gsheets
2025-04-10,2025-04-12,football,england,male,handicap,Brighton,Leicester,away,2.03,0.622,0.2626599999999999,NA,765,-1.5,TRUE,788,EUR,EpicBet,gsheets
2025-04-11,2025-04-12,handball,denmark,male,totals,Aalborg,Nordsjaelland,over,1.87,0.63025,0.1785675,NA,2100,60.5,FALSE,-2100,EUR,EpicBet,gsheets
2025-04-11,2025-04-12,handball,denmark,male,totals,Bjerringbro/Silkeborg,Grindsted,under,1.95,0.56025,0.09248750000000006,NA,990,60.5,FALSE,-990,EUR,EpicBet,gsheets
2025-04-11,2025-04-12,handball,denmark,male,handicap,GOG,Mors,away,1.8,0.58525,0.05345000000000011,NA,675,-2.5,TRUE,540,EUR,EpicBet,gsheets
