date,home,away,home_score,away_score
02.05. 16:00,roomz JAGS WV W,Tulln W,-,-
02.05. 17:00,Feldkirch W,Atzgersdorf W,-,-
02.05. 17:00,Fuchse W,Dornbirn/Schoren W,-,-
02.05. 17:00,Korneuburg W,St. Polten W,-,-
03.05. 15:00,Krems-Langenlois W,MGA Handball W,-,-
09.05. 16:00,Atzgersdorf W,Korneuburg W,-,-
09.05. 16:00,Dornbirn/Schoren W,Feldkirch W,-,-
09.05. 16:00,Krems-Langenlois W,St. Polten W,-,-
09.05. 16:00,MGA Handball W,Hypo NO W,-,-
09.05. 16:00,Stockerau W,roomz JAGS WV W,-,-
09.05. 16:00,Tulln W,Fuchse W,-,-
16.05. 16:00,Fuchse W,Stockerau W,-,-
16.05. 16:00,Hypo NO W,Krems-Langenlois W,-,-
16.05. 16:00,Korneuburg W,Dornbirn/Schoren W,-,-
16.05. 16:00,roomz JAGS WV W,MGA Handball W,-,-
16.05. 16:00,St. Polten W,Atzgersdorf W,-,-
16.05. 16:00,Tulln W,Feldkirch W,-,-
