date,home,away
06.04. 11:00,Rana FK,Trygg/Lade
06.04. 12:00,Follo,Honefoss
06.04. 12:00,Ull/Kisa,Skeid
06.04. 13:30,Junkeren,Tromsdalen
06.04. 14:00,Eidsvold TF,Lorenskog
06.04. 14:00,Kjelsas,Grorud
06.04. 14:00,Stjordals Blink,Levanger
11.04. 11:00,Trygg/Lade,Follo
11.04. 12:00,Grorud,Eidsvold TF
11.04. 12:00,Levanger,Kjelsas
11.04. 12:30,Lorenskog,Stjordals Blink
12.04. 11:00,Honefoss,Rana FK
12.04. 13:00,Tromsdalen,Ull/Kisa
12.04. 14:00,Skeid,Junkeren
18.04. 12:00,Follo,Grorud
18.04. 12:00,Skeid,Lorenskog
18.04. 12:00,Ull/Kisa,Honefoss
19.04. 11:00,Rana FK,Levanger
19.04. 12:00,Junkeren,Trygg/Lade
19.04. 12:30,Eidsvold TF,Stjordals Blink
19.04. 15:00,Kjelsas,Tromsdalen
25.04. 11:00,Stjordals Blink,Follo
25.04. 12:00,Junkeren,Eidsvold TF
25.04. 12:00,Lorenskog,Ull/Kisa
25.04. 14:00,Grorud,Skeid
25.04. 14:00,Tromsdalen,Rana FK
25.04. 14:00,Trygg/Lade,Kjelsas
26.04. 13:00,Honefoss,Levanger
02.05. 12:00,Kjelsas,Lorenskog
02.05. 12:00,Skeid,Eidsvold TF
02.05. 12:30,Ull/Kisa,Stjordals Blink
02.05. 16:00,Rana FK,Grorud
03.05. 10:00,Levanger,Tromsdalen
03.05. 11:00,Honefoss,Trygg/Lade
03.05. 15:00,Follo,Junkeren
09.05. 12:00,Eidsvold TF,Follo
09.05. 13:00,Junkeren,Kjelsas
09.05. 13:30,Stjordals Blink,Skeid
10.05. 11:00,Lorenskog,Rana FK
10.05. 12:00,Trygg/Lade,Ull/Kisa
10.05. 13:00,Grorud,Levanger
10.05. 14:30,Tromsdalen,Honefoss
14.05. 11:00,Tromsdalen,Grorud
14.05. 13:00,Honefoss,Stjordals Blink
15.05. 17:00,Ull/Kisa,Eidsvold TF
16.05. 12:00,Follo,Lorenskog
16.05. 12:00,Kjelsas,Skeid
16.05. 13:00,Levanger,Trygg/Lade
16.05. 15:00,Rana FK,Junkeren
23.05. 11:30,Stjordals Blink,Kjelsas
23.05. 12:00,Grorud,Honefoss
23.05. 12:00,Skeid,Follo
24.05. 11:00,Trygg/Lade,Tromsdalen
25.05. 12:30,Eidsvold TF,Rana FK
25.05. 13:00,Junkeren,Ull/Kisa
25.05. 14:00,Lorenskog,Levanger
30.05. 12:00,Follo,Ull/Kisa
30.05. 12:00,Kjelsas,Eidsvold TF
31.05. 11:00,Grorud,Trygg/Lade
31.05. 12:00,Honefoss,Lorenskog
31.05. 14:00,Levanger,Junkeren
31.05. 14:30,Rana FK,Stjordals Blink
31.05. 14:30,Tromsdalen,Skeid
12.06. 16:00,Follo,Kjelsas
13.06. 12:00,Ull/Kisa,Grorud
14.06. 11:00,Skeid,Rana FK
14.06. 13:00,Eidsvold TF,Levanger
14.06. 13:00,Stjordals Blink,Trygg/Lade
14.06. 14:00,Junkeren,Honefoss
14.06. 15:00,Lorenskog,Tromsdalen
20.06. 12:00,Honefoss,Eidsvold TF
20.06. 12:00,Kjelsas,Ull/Kisa
20.06. 12:00,Levanger,Skeid
20.06. 12:30,Tromsdalen,Stjordals Blink
20.06. 14:00,Rana FK,Follo
20.06. 15:00,Trygg/Lade,Lorenskog
21.06. 15:00,Grorud,Junkeren
26.06. 16:00,Eidsvold TF,Tromsdalen
27.06. 11:00,Ull/Kisa,Rana FK
27.06. 12:00,Kjelsas,Honefoss
27.06. 12:00,Lorenskog,Grorud
28.06. 12:00,Skeid,Trygg/Lade
28.06. 13:00,Follo,Levanger
28.06. 13:00,Stjordals Blink,Junkeren
25.07. 12:00,Honefoss,Skeid
25.07. 12:00,Levanger,Ull/Kisa
25.07. 12:30,Grorud,Stjordals Blink
25.07. 13:00,Junkeren,Lorenskog
25.07. 15:00,Tromsdalen,Follo
26.07. 10:00,Rana FK,Kjelsas
26.07. 12:00,Trygg/Lade,Eidsvold TF
01.08. 11:00,Stjordals Blink,Rana FK
01.08. 12:00,Lorenskog,Honefoss
01.08. 12:00,Skeid,Grorud
02.08. 12:00,Follo,Trygg/Lade
02.08. 13:00,Kjelsas,Levanger
02.08. 14:00,Eidsvold TF,Junkeren
02.08. 14:00,Ull/Kisa,Tromsdalen
08.08. 11:00,Junkeren,Follo
08.08. 12:00,Eidsvold TF,Kjelsas
08.08. 12:00,Honefoss,Ull/Kisa
08.08. 14:00,Levanger,Stjordals Blink
08.08. 14:00,Trygg/Lade,Grorud
09.08. 10:30,Rana FK,Skeid
09.08. 14:00,Tromsdalen,Lorenskog
