date,home,away
07.03. 15:00,Grenland,Haslum HK
08.03. 13:00,Bergsoy,Bjornar
08.03. 15:00,Charlottenlund,Lillestrom
08.03. 15:00,Melhus,Tiller
08.03. 15:30,Kragero IF,Viking TIF
08.03. 16:00,Bodo,Asane
08.03. 16:00,Nordstrand,Ryger Stavanger
11.03. 15:30,Asane,Kragero IF
14.03. 15:00,Haslum HK,Nordstrand
15.03. 13:00,Tiller,Bergsoy
15.03. 15:00,Bjornar,Charlottenlund
15.03. 15:00,Viking TIF,Grenland
15.03. 15:30,Lillestrom,Bodo
15.03. 16:30,Ryger Stavanger,Melhus
25.03. 16:00,Bodo,Bjornar
25.03. 16:00,Nordstrand,Viking TIF
25.03. 16:30,Ryger Stavanger,Haslum HK
25.03. 17:00,Grenland,Asane
25.03. 17:00,Kragero IF,Lillestrom
25.03. 17:00,Melhus,Bergsoy
28.03. 14:00,Haslum HK,Melhus
28.03. 14:00,Lillestrom,Grenland
29.03. 12:00,Bergsoy,Charlottenlund
29.03. 14:00,Asane,Nordstrand
29.03. 14:00,Bjornar,Kragero IF
29.03. 14:00,Tiller,Bodo
29.03. 16:30,Viking TIF,Ryger Stavanger
08.04. 15:00,Bodo,Bergsoy
08.04. 16:00,Haslum HK,Viking TIF
08.04. 16:00,Melhus,Charlottenlund
08.04. 16:30,Ryger Stavanger,Asane
08.04. 17:00,Grenland,Bjornar
08.04. 17:00,Nordstrand,Lillestrom
12.04. 13:00,Asane,Haslum HK
12.04. 13:00,Bergsoy,Kragero IF
12.04. 13:00,Bjornar,Nordstrand
12.04. 13:00,Charlottenlund,Bodo
12.04. 13:00,Lillestrom,Ryger Stavanger
12.04. 13:00,Tiller,Grenland
12.04. 13:00,Viking TIF,Melhus
