date,home,away,home_score,away_score
28.02. 15:30,Redbergslids W,Helsingborg W,18,30
28.02. 15:15,Tyreso W,Lugi W,27,19
28.02. 15:00,Karlskrona W,Alingsas W,27,27
28.02. 14:00,AIK W,Drott Halmstad W,26,28
28.02. 13:00,Karra W,Huddinge W,30,18
28.02. 13:00,Ystads W,Skanela W,41,22
22.02. 16:00,Lugi W,Huddinge W,34,23
22.02. 14:00,Drott Halmstad W,Karlskrona W,25,27
21.02. 15:00,Alingsas W,Helsingborg W,22,31
21.02. 14:00,Skanela W,Redbergslids W,29,27
21.02. 13:00,AIK W,Karra W,26,25
21.02. 13:00,Ystads W,Tyreso W,33,23
15.02. 15:30,Huddinge W,Drott Halmstad W,36,25
15.02. 15:00,Helsingborg W,Skanela W,30,20
15.02. 13:00,Redbergslids W,AIK W,24,26
14.02. 15:15,Tyreso W,Alingsas W,23,29
14.02. 15:00,Lugi W,Karra W,31,22
14.02. 12:30,Karlskrona W,Ystads W,25,26
11.02. 18:00,Huddinge W,Redbergslids W,19,33
08.02. 14:00,AIK W,Karlskrona W,31,29
07.02. 15:00,Alingsas W,Karra W,28,24
07.02. 15:00,Drott Halmstad W,Tyreso W,34,20
07.02. 14:00,Skanela W,Huddinge W,32,23
07.02. 13:00,Ystads W,Redbergslids W,33,22
06.02. 18:00,Lugi W,Helsingborg W,24,29
01.02. 15:30,Huddinge W,Alingsas W,22,25
01.02. 13:00,Redbergslids W,Lugi W,26,34
31.01. 15:00,Karlskrona W,Skanela W,33,31
31.01. 14:00,Helsingborg W,Drott Halmstad W,37,26
31.01. 13:00,Karra W,Ystads W,28,28
31.01. 13:00,Tyreso W,AIK W,27,33
27.01. 18:00,Ystads W,Helsingborg W,22,18
26.01. 18:00,AIK W,Huddinge W,20,21
26.01. 18:00,Lugi W,Karlskrona W,33,22
22.01. 18:00,Alingsas W,Redbergslids W,27,22
22.01. 18:00,Drott Halmstad W,Karra W,28,27
22.01. 18:00,Skanela W,Tyreso W,33,25
