date,home,away
14.03. 15:00FRO,Storhamar 2 W,Pors Handball W
15.03. 12:00FRO,Glassverket W,Volda W
15.03. 14:00FRO,Stavanger W,Gjovik W
15.03. 14:30FRO,Flint Tonsberg W,Levanger W
15.03. 15:00FRO,Kjelsas W,Baekkelaget W
15.03. 15:00FRO,Utleira W,Aker W
15.03. 15:30FRO,Trondheim W,Asane W
21.03. 12:30FRO,Asane W,Utleira W
21.03. 14:00FRO,Levanger W,Volda W
21.03. 15:00FRO,Baekkelaget W,Storhamar 2 W
22.03. 15:00FRO,Gjovik W,Flint Tonsberg W
22.03. 15:00FRO,Glassverket W,Trondheim W
22.03. 16:00FRO,Aker W,Kjelsas W
22.03. 16:00FRO,Pors Handball W,Stavanger W
25.03. 15:45FRO,Utleira W,Kjelsas W
28.03. 15:00FRO,Flint Tonsberg W,Pors Handball W
28.03. 15:00FRO,Storhamar 2 W,Aker W
29.03. 12:00FRO,Asane W,Glassverket W
29.03. 15:00FRO,Stavanger W,Baekkelaget W
29.03. 16:00FRO,Volda W,Gjovik W
29.03. 17:00FRO,Trondheim W,Levanger W
15.04. 15:00FRO,Levanger W,Asane W
15.04. 15:30FRO,Glassverket W,Utleira W
15.04. 16:00FRO,Baekkelaget W,Flint Tonsberg W
15.04. 16:00FRO,Kjelsas W,Storhamar 2 W
15.04. 16:00FRO,Pors Handball W,Volda W
15.04. 16:30FRO,Gjovik W,Trondheim W
16.04. 16:00FRO,Aker W,Stavanger W
19.04. 13:00FRO,Trondheim W,Pors Handball W
19.04. 15:00FRO,Volda W,Baekkelaget W
22.04. 15:00FRO,Asane W,Gjovik W
22.04. 15:00FRO,Stavanger W,Kjelsas W
22.04. 16:00FRO,Flint Tonsberg W,Aker W
22.04. 16:00FRO,Glassverket W,Levanger W
22.04. 16:00FRO,Utleira W,Storhamar 2 W
26.04. 14:00FRO,Aker W,Volda W
26.04. 14:00FRO,Baekkelaget W,Trondheim W
26.04. 14:00FRO,Gjovik W,Glassverket W
26.04. 14:00FRO,Kjelsas W,Flint Tonsberg W
26.04. 14:00FRO,Levanger W,Utleira W
26.04. 14:00FRO,Pors Handball W,Asane W
26.04. 14:00FRO,Storhamar 2 W,Stavanger W
