date,home,away
20.03. 18:00,Kristianstad W,Boden W
21.03. 14:00,Vasteras W,Savehof W
24.03. 18:00,Aranas W,Kristianstad W
24.03. 18:00,Boden W,Skuru W
24.03. 18:00,H 65 Hoor W,Vasteras W
24.03. 18:00,Kungalvs W,Onnereds W
24.03. 18:00,Skara W,Savehof W
24.03. 18:00,Skovde W,Hallby W
