date,home,away,home_score,away_score
08.06. 13:00,Fyllingsdalen,Fana,1,5
08.06. 12:00,Gneist,Lyn 2,1,2
07.06. 14:45,Asane 2,Fjora,4,1
07.06. 13:00,Forde,Bjarg,1,2
07.06. 13:00,Lyngbo,Loddefjord,2,0
07.06. 13:00,OS TF,Valerenga 2,6,1
07.06. 11:00,Askoy,Sandefjord 2,2,5
01.06. 12:00,Bjarg,Asane 2,3,0
01.06. 09:00,Fjora,Sandefjord 2,1,2
31.05. 14:00,Fana,Askoy,1,1
31.05. 13:00,Valerenga 2,Fyllingsdalen,1,2
31.05. 12:00,Gneist,Lyngbo,2,2
31.05. 12:00,Loddefjord,OS TF,1,4
31.05. 10:00,Lyn 2,Forde,1,1
26.05. 12:00,Asane 2,Lyn 2,1,2
24.05. 13:00,Fyllingsdalen,Fjora,3,5
24.05. 13:00,Lyngbo,Valerenga 2,2,4
24.05. 13:00,Sandefjord 2,Fana,2,4
24.05. 12:00,Forde,Gneist,3,2
24.05. 12:00,OS TF,Bjarg,2,5
23.05. 17:00,Askoy,Loddefjord,0,1
12.05. 17:00,Valerenga 2,Sandefjord 2,5,0
11.05. 14:00,Lyn 2,Askoy,2,2
11.05. 13:00,Forde,Asane 2,6,2
10.05. 15:00,OS TF,Lyngbo,5,0
10.05. 13:00,Fjora,Fana,0,4
10.05. 12:00,Loddefjord,Bjarg,0,4
08.05. 17:00,Gneist,Fyllingsdalen,2,1
04.05. 11:00,Lyngbo,Lyn 2,0,0
03.05. 14:00,Sandefjord 2,Loddefjord,4,3
03.05. 13:00,Askoy,Forde,0,2
03.05. 13:00,Bjarg,Fjora,6,1
03.05. 13:00,Fana,Valerenga 2,2,0
03.05. 13:00,Fyllingsdalen,OS TF,1,4
03.05. 12:00,Asane 2,Gneist,1,7
28.04. 17:00,Lyn 2,Sandefjord 2,3,1
27.04. 12:00,Bjarg,Fana,6,0
27.04. 12:00,OS TF,Asane 2,7,0
26.04. 13:00,Forde,Lyngbo,1,1
26.04. 13:00,Loddefjord,Fyllingsdalen,1,2
26.04. 12:00,Gneist,Askoy,3,2
26.04. 11:00,Fjora,Valerenga 2,3,1
21.04. 17:00,Lyngbo,Asane 2,5,0
21.04. 16:30,Valerenga 2,Bjarg,1,5
21.04. 13:00,Fjora,Loddefjord,3,2
21.04. 13:00,Fyllingsdalen,Forde,1,4
17.04. 12:00,Askoy,OS TF,3,1
16.04. 12:30,Sandefjord 2,Gneist,3,3
16.04. 12:00,Fana,Lyn 2,6,1
07.04. 15:00,Bjarg,Sandefjord 2,4,1
06.04. 13:00,Asane 2,Fyllingsdalen,3,2
05.04. 14:00,Forde,OS TF,2,1
05.04. 13:00,Loddefjord,Valerenga 2,3,2
05.04. 13:00,Lyngbo,Askoy,0,1
05.04. 12:00,Gneist,Fana,1,1
05.04. 11:00,Lyn 2,Fjora,7,2
01.04. 16:00,Valerenga 2,Lyn 2,1,2
30.03. 13:00,Sandefjord 2,Asane 2,4,3
29.03. 14:00,Fyllingsdalen,Lyngbo,3,1
29.03. 13:00,Askoy,Bjarg,0,5
29.03. 13:00,Fana,Loddefjord,8,0
29.03. 13:00,OS TF,Gneist,2,3
29.03. 12:30,Fjora,Forde,0,2
